country,year,morts
Bangladesh,1936,411972.2963262358
East Timor (Timor-Leste),1937,411962.5638603216
Argentina,1938,411959.99945795495
Afghanistan,1939,411958.2576615514
Qatar,1940,411932.9628578173
Tajikistan,1941,411932.082534868
Palau,1942,411917.242359272
Yemen,1943,411874.5809889431
Myanmar (Burma),1944,411862.1225320157
Tuvalu,1945,411815.7028473611
Saudi Arabia,1946,411788.4969910575
Suriname,1947,411782.5871442758
Mongolia,1948,411748.65887991706
El Salvador,1949,411721.94264779455
Kenya,1950,411717.0387905311
Hungary,1951,411716.4024834449
Samoa,1952,411705.2583077872
Mozambique,1953,411674.0578833745
Gabon,1954,411671.6162278538
Zimbabwe,1955,411601.4942288604
Romania,1956,411589.2566338157
Austria,1957,411582.3048839124
Bahamas,1958,411530.04891516425
Greece,1959,411510.3212163777
Mongolia,1960,411507.7257510514
"Congo, Democratic Republic of the",1961,411505.8623166485
Panama,1962,411462.84362685325
Japan,1963,411458.2248384681
Singapore,1964,411443.2272545341
North Macedonia,1965,411439.0646387705
Chile,1966,411429.8956217989
Brazil,1967,411424.44531866926
Samoa,1968,411422.994413376
Ghana,1969,411400.89477847895
Angola,1970,411394.1151353911
Yemen,1971,411373.6753504832
Trinidad and Tobago,1972,411363.91601157165
Liechtenstein,1973,411358.9194536173
New Zealand,1974,411334.91679940914
Guatemala,1975,411282.25565904856
Kiribati,1976,411268.5464291507
Kosovo,1977,411225.7875310817
Lesotho,1978,411223.5280482975
Saint Kitts and Nevis,1979,411186.43798997736
Brazil,1980,411168.7072807763
Greece,1981,411161.7736674307
Uganda,1982,411157.03258547385
Singapore,1983,411112.7375403482
Uzbekistan,1984,411110.1801826129
Peru,1985,411109.3483041603
Guinea-Bissau,1986,411083.1107794497
Serbia,1987,411082.2332939475
Lithuania,1988,411070.0570171597
Monaco,1989,411069.8264887613
Belarus,1990,411059.93407314265
Denmark,1991,411059.3222080656
Luxembourg,1992,411043.8013627448
Trinidad and Tobago,1993,411000.0645208157
Philippines,1994,410975.7711398865
Lithuania,1995,410969.1297834473
Singapore,1996,410931.7899168064
South Sudan,1997,410929.0731431841
Finland,1998,410926.8577766909
Montenegro,1999,410899.9012153616
"Korea, North",2000,410898.5946612773
Russia,2001,410881.105894669
Palau,2002,410866.45095549466
Jamaica,2003,410866.3470710228
Ecuador,2004,410864.1973152368
El Salvador,2005,410849.40077296726
Philippines,2006,410812.20367852255
Greece,2007,410801.422829835
Monaco,2008,410798.4117750677
Azerbaijan,2009,410773.208521632
Malta,2010,410768.9716778972
"Micronesia, Federated States of",2011,410752.870652966
Kyrgyzstan,2012,410751.5257716495
Vanuatu,2013,410710.34049298055
Turkey,2014,410680.5027101559
Burkina Faso,2015,410663.9704670915
Croatia,2016,410661.4902408555
Tunisia,2017,410627.3839573045
Norway,2018,410601.9189549134
Maldives,2019,410597.97752230393
Uzbekistan,2020,410575.6695544276
Slovakia,2021,410558.8128158822
Tonga,2022,410509.9398488733
Saint Kitts and Nevis,2023,410397.993769714
Togo,1760,410397.54086481046
"Korea, North",1761,410369.7322574011
Syria,1762,410368.2188123358
Laos,1763,410367.772853741
Luxembourg,1764,410355.3035532928
Uruguay,1765,410346.1615645848
Australia,1766,410345.3986671413
Marshall Islands,1767,410334.28444394487
Thailand,1768,410262.9284932318
Sri Lanka,1769,410239.9571958495
Switzerland,1770,410239.01142116654
Ireland,1771,410238.68889855314
Seychelles,1772,410231.1315529697
Vietnam,1773,410149.9228511098
Slovenia,1774,410138.3101372835
Eritrea,1775,410099.2155672452
Laos,1776,410081.1811465471
Nauru,1777,410069.1369822423
Latvia,1778,410065.39016367553
United Arab Emirates,1779,410056.4826460646
Vietnam,1780,409969.38180452737
Honduras,1781,409936.8581769011
Hungary,1782,409926.5155879799
Oman,1783,409911.6490362844
Saint Kitts and Nevis,1784,409897.0874952556
Croatia,1785,409873.2624527527
Uruguay,1786,409804.9789167762
Egypt,1787,409802.04224807606
Belarus,1788,409790.89264278027
Belgium,1789,409737.9376780006
Portugal,1790,409643.6562883612
China,1791,409632.4149292349
Singapore,1792,409557.8775872906
Cyprus,1793,409527.61097681
China,1794,409522.0052089156
Vatican City (Holy See),1795,409480.2023467629
Mauritius,1796,409454.6230477559
Madagascar,1797,409448.19257276
Lithuania,1798,409404.6524859593
Bulgaria,1799,409378.9553046601
United States,1800,409367.1419449817
Cuba,1801,409358.9917590933
Lesotho,1802,409350.55322653416
Bulgaria,1803,409322.2075848565
Argentina,1804,409319.7827052785
Saint Kitts and Nevis,1805,409249.623719948
Cyprus,1806,409245.54179565056
Belize,1807,409208.6875375964
Lesotho,1808,409163.0433533123
Montenegro,1809,409155.3991030831
Belarus,1810,409148.1569339554
Laos,1811,409134.5813356576
Belize,1812,409131.86472611537
Vietnam,1813,409119.25272441393
Vietnam,1814,409079.9257311336
Saint Vincent and the Grenadines,1815,409076.4595356704
Uruguay,1816,409023.2414378991
Senegal,1817,408888.15349925344
El Salvador,1818,408852.2316455342
Bosnia and Herzegovina,1819,408780.7738470204
Japan,1820,408725.974921378
Guatemala,1821,408718.1423876729
Syria,1822,408715.3122959138
Nepal,1823,408715.2231029215
Romania,1824,408705.49701860006
Chad,1825,408678.0100126452
Nicaragua,1826,408646.93757282174
Kosovo,1827,408644.64551703975
Haiti,1828,408640.380727857
Benin,1829,408634.94065990346
Turkey,1830,408580.5942252036
Mali,1831,408550.34727962594
Colombia,1832,408525.89495351946
Bhutan,1833,408519.879759319
Eswatini,1834,408510.0267310625
Ukraine,1835,408499.77813155
Mauritius,1836,408497.1563450064
Kenya,1837,408490.0762788453
Austria,1838,408474.86677043774
Slovakia,1839,408470.6935872222
Germany,1840,408456.1127243706
Mongolia,1841,408434.409201928
Niger,1842,408420.0823102052
Peru,1843,408389.6353792276
Gambia,1844,408388.4510214926
Serbia,1845,408371.7222528606
Kyrgyzstan,1846,408332.1004795416
Vanuatu,1847,408324.0861520755
United States,1848,408323.99776431744
Marshall Islands,1849,408305.92589931696
Qatar,1850,408300.237685669
Cambodia,1851,408221.4132822873
Kosovo,1852,408155.30735970894
Eritrea,1853,408131.73666938406
Vietnam,1854,408107.5550760015
Tunisia,1855,408092.7979813268
Botswana,1856,408087.9871759776
Ethiopia,1857,408085.9184409402
Liechtenstein,1858,408076.47936347977
North Macedonia,1859,408061.5444341692
Armenia,1860,408059.45724834927
Lithuania,1861,408037.2180010573
Tuvalu,1862,408014.555131328
Senegal,1863,407955.1495177848
Hungary,1864,407952.45004886674
Mauritania,1865,407921.99138629134
Lesotho,1866,407912.7878614466
Eritrea,1867,407911.31131943536
France,1868,407874.68306490814
Belarus,1869,407870.8109101583
Kuwait,1870,407865.7141012137
Marshall Islands,1871,407829.00516889343
Sudan,1872,407809.9341254837
Romania,1873,407798.3008899342
Syria,1874,407792.5226828492
Myanmar (Burma),1875,407762.8252423875
Slovenia,1876,407745.3012476776
Hungary,1877,407686.1866022026
Kazakhstan,1878,407679.17414860975
Iraq,1879,407671.6665265426
Nauru,1880,407657.7048750082
Singapore,1881,407642.4702234556
Dominican Republic,1882,407639.0892908868
Czech Republic,1883,407623.3389909682
Saint Lucia,1884,407618.32321502
Tanzania,1885,407607.1622967091
Morocco,1886,407598.6956262414
Singapore,1887,407550.1184275532
New Zealand,1888,407543.2331625727
China,1889,407540.2638701749
New Zealand,1890,407518.1414873655
Gambia,1891,407504.27555049
Tuvalu,1892,407499.0060722855
"Korea, North",1893,407454.3515860404
Gabon,1894,407442.4982949589
Taiwan,1895,407429.7730103572
Colombia,1896,407412.9060049064
Brazil,1897,407384.8081068829
Antigua and Barbuda,1898,407344.6807374592
Azerbaijan,1899,407318.7419276671
Tunisia,1900,407316.7193499491
Barbados,1901,407306.585242804
North Macedonia,1902,407292.9357340216
Samoa,1903,407268.0117391909
Poland,1904,407255.4067615275
Maldives,1905,407250.55274735735
Botswana,1906,407231.0712871533
Somalia,1907,407203.02492641046
Sierra Leone,1908,407149.21282760205
Venezuela,1909,407148.90745474177
Laos,1910,407133.0671527583
Cameroon,1911,407092.78022349806
Rwanda,1912,407068.05233570735
Japan,1913,407053.046325977
China,1914,407048.0068028008
Malawi,1915,407037.5045585083
Bosnia and Herzegovina,1916,407021.2582034018
Liberia,1917,407012.836526488
Guinea,1918,407011.9953911732
Uruguay,1919,406955.643083614
Fiji,1920,406940.2222094245
Antigua and Barbuda,1921,406922.4643196275
India,1922,406919.4460965103
Senegal,1923,406908.27057571255
Namibia,1924,406906.9767556157
Dominican Republic,1925,406894.64864799945
Israel,1926,406836.2969061998
Bulgaria,1927,406827.9763129545
Benin,1928,406824.7653618638
Sierra Leone,1929,406804.2469793888
Egypt,1930,406796.930750744
Cyprus,1931,406794.9455430723
Zambia,1932,406794.1953597518
Ecuador,1933,406791.0396252707
Latvia,1934,406789.9780857783
Lebanon,1935,406740.8124812001
Lebanon,1936,406732.3306165298
Burkina Faso,1937,406702.7007774437
Belize,1938,406690.7561578136
Niger,1939,406679.3648760623
Brazil,1940,406677.9323205047
Lebanon,1941,406639.0559711384
Gambia,1942,406604.68763332913
Syria,1943,406589.3355903388
Lebanon,1944,406569.3184848979
New Zealand,1945,406551.2599600075
"Korea, North",1946,406505.2852793214
Brazil,1947,406399.1305095139
Turkmenistan,1948,406394.0513098177
Australia,1949,406391.2772919196
Iran,1950,406375.0701465331
Botswana,1951,406365.00257089
Comoros,1952,406352.03946814337
Russia,1953,406349.2724178517
Liechtenstein,1954,406317.83644645225
Oman,1955,406294.73790801794
Equatorial Guinea,1956,406280.9235613262
Norway,1957,406261.0020311965
Italy,1958,406256.6034321333
Nauru,1959,406255.88050920935
Namibia,1960,406245.95100581873
China,1961,406239.3491984467
Philippines,1962,406235.813643574
Haiti,1963,406221.1024695583
Belize,1964,406187.191062573
Sri Lanka,1965,406174.1694241688
San Marino,1966,406162.8270814235
Uganda,1967,406154.5985656646
Nicaragua,1968,406099.2563284617
Guatemala,1969,406087.3520263203
Samoa,1970,406078.5147333284
Kuwait,1971,406059.5840430894
Ghana,1972,406058.08216855896
Uzbekistan,1973,406050.8651238953
Dominican Republic,1974,406048.3698418321
Sweden,1975,406012.6377054074
Trinidad and Tobago,1976,405999.27116693737
Colombia,1977,405987.3735458559
Bosnia and Herzegovina,1978,405979.8252562085
Jamaica,1979,405976.351439081
Mauritania,1980,405929.68068587256
Kyrgyzstan,1981,405883.9774535247
Myanmar (Burma),1982,405883.0045729847
Marshall Islands,1983,405881.2350387976
Norway,1984,405880.3080270342
Marshall Islands,1985,405874.0360960418
Madagascar,1986,405856.6775387057
Armenia,1987,405837.5647596811
Cuba,1988,405774.88151380856
Panama,1989,405766.729401662
Brazil,1990,405744.76886881504
Liechtenstein,1991,405733.52405670896
Gambia,1992,405714.5880480583
Argentina,1993,405670.035913452
Bhutan,1994,405660.5876388757
Saint Vincent and the Grenadines,1995,405642.64310144767
Belgium,1996,405633.4728440069
Seychelles,1997,405573.09687889006
Guyana,1998,405563.2269131951
Bhutan,1999,405557.5261847588
Estonia,2000,405519.6585032324
Laos,2001,405514.959152331
Bahamas,2002,405465.20229997934
Lebanon,2003,405455.9535816754
Somalia,2004,405448.5033648002
Montenegro,2005,405446.1579897559
Mozambique,2006,405371.5437369503
Poland,2007,405338.5161590143
New Zealand,2008,405321.8205299221
Dominica,2009,405295.7491273477
Chad,2010,405290.8035198484
Armenia,2011,405280.1923864357
Kazakhstan,2012,405190.0529323013
Malta,2013,405185.945378627
Canada,2014,405172.8461828949
Saint Lucia,2015,405155.4764932946
Liechtenstein,2016,405117.34294955095
Spain,2017,405111.728057022
Morocco,2018,405038.285514124
Denmark,2019,405034.15270969423
Chad,2020,405010.2010943406
Argentina,2021,404975.7049997205
Antigua and Barbuda,2022,404962.86158042186
Niger,2023,404947.5823008269
Gambia,1760,404940.7910220848
Montenegro,1761,404926.29714430426
Spain,1762,404923.9595838281
Bahamas,1763,404910.5811264436
Belgium,1764,404892.3916556121
United Kingdom,1765,404883.89619042247
Palau,1766,404826.27414242935
Kosovo,1767,404758.86218352686
Moldova,1768,404734.2673659957
Lithuania,1769,404714.21569259535
Bhutan,1770,404675.57624330727
North Macedonia,1771,404661.1307755461
Mexico,1772,404600.65809847554
Mali,1773,404600.10432510055
Cuba,1774,404577.8808041087
Turkey,1775,404571.5980466232
Kiribati,1776,404541.6234170754
Dominica,1777,404455.0640211139
Benin,1778,404440.469189412
Iraq,1779,404427.4422886608
Chile,1780,404416.9689817062
Sweden,1781,404413.4545626692
Spain,1782,404405.04275979375
Venezuela,1783,404378.22379456623
Belgium,1784,404374.8039423574
Chad,1785,404374.760326929
Afghanistan,1786,404340.0490693008
Afghanistan,1787,404330.9155664219
Azerbaijan,1788,404327.1352995223
El Salvador,1789,404310.73196749657
China,1790,404306.7265036436
Switzerland,1791,404294.8979801648
Croatia,1792,404291.60106162325
Albania,1793,404239.7833996263
Slovakia,1794,404233.71200718894
United States,1795,404203.7789972104
"Congo, Democratic Republic of the",1796,404203.4735521668
Mexico,1797,404194.495840824
Niger,1798,404174.6270373596
Senegal,1799,404167.3919657335
Slovakia,1800,404154.5158567808
Kiribati,1801,404153.0301053144
Uruguay,1802,404120.0585476252
Burkina Faso,1803,404076.3697149301
Argentina,1804,404048.8115273248
Nauru,1805,404038.2797426034
Kiribati,1806,404003.1968942292
Uganda,1807,403995.00283112144
Australia,1808,403980.8669367272
Russia,1809,403979.59293537
Kazakhstan,1810,403969.8337240596
Malaysia,1811,403967.38537231926
Nigeria,1812,403959.9938372161
Gambia,1813,403941.16896828334
Netherlands,1814,403913.25739146105
Papua New Guinea,1815,403909.3171178823
Finland,1816,403898.6286231129
Dominica,1817,403893.8320909816
Turkey,1818,403889.8646025506
Guinea-Bissau,1819,403878.5424355235
Nigeria,1820,403875.42616082064
East Timor (Timor-Leste),1821,403866.1395086936
Jordan,1822,403841.444516011
Kuwait,1823,403744.46890842536
Guatemala,1824,403726.0772247835
Ukraine,1825,403713.6902516309
Ethiopia,1826,403710.52031507256
Belarus,1827,403707.5645676865
Russia,1828,403645.8395913506
Burundi,1829,403644.67302934994
Jordan,1830,403643.890714346
Libya,1831,403631.0352273632
Guinea-Bissau,1832,403572.9030425819
East Timor (Timor-Leste),1833,403552.5398792456
Finland,1834,403497.05758177146
Uganda,1835,403485.04500567255
Costa Rica,1836,403468.4854266305
Guyana,1837,403430.2869212332
Bhutan,1838,403389.2791847204
Togo,1839,403366.1819969744
Chile,1840,403343.2244925462
Syria,1841,403340.543686181
Zambia,1842,403338.54438214574
Cuba,1843,403337.0973993351
Burkina Faso,1844,403316.46193943993
Honduras,1845,403286.5481994305
Latvia,1846,403276.5326355532
United States,1847,403248.4482728271
Bahrain,1848,403195.7343032205
Guatemala,1849,403194.0269818867
Chad,1850,403185.3775591541
Equatorial Guinea,1851,403179.38463631686
Cabo Verde,1852,403134.5752347217
Gambia,1853,403128.1006288836
Ecuador,1854,403099.0594423904
Papua New Guinea,1855,403087.91169965366
Turkmenistan,1856,403073.81383484654
Nicaragua,1857,403020.99502511154
Egypt,1858,403007.1487024989
Luxembourg,1859,403002.482880025
Bangladesh,1860,402990.9483566092
Philippines,1861,402987.9472378483
Netherlands,1862,402969.0612878939
Kuwait,1863,402957.2557588972
Guatemala,1864,402950.7766460912
France,1865,402925.7388771586
Croatia,1866,402923.6760572551
South Sudan,1867,402854.1318469574
Slovenia,1868,402821.67827651714
Honduras,1869,402818.3065113517
Mexico,1870,402804.6405690999
Belarus,1871,402719.0132417383
Nepal,1872,402715.8174109156
Philippines,1873,402708.3451006199
Mali,1874,402703.5656938644
Eswatini,1875,402694.601984605
Kazakhstan,1876,402688.97647814127
Andorra,1877,402659.7445717396
Ireland,1878,402651.33089689165
Cyprus,1879,402650.6447779695
Antigua and Barbuda,1880,402629.8435867148
Tuvalu,1881,402597.9520767839
Paraguay,1882,402579.50659527455
Zambia,1883,402570.590627569
Malawi,1884,402560.5166916236
Gambia,1885,402523.17144603777
Egypt,1886,402508.40947969904
Tajikistan,1887,402494.1069552173
Turkey,1888,402490.7440875245
Ireland,1889,402419.50292877166
New Zealand,1890,402384.8936658122
Madagascar,1891,402357.9813844071
Turkmenistan,1892,402336.47754078696
France,1893,402296.2738909493
Djibouti,1894,402282.3906395472
Yemen,1895,402259.26762523694
Mali,1896,402238.2307769438
Tajikistan,1897,402218.7332713811
Bangladesh,1898,402198.2325762394
India,1899,402154.18491054303
Uganda,1900,402122.3498221517
Saint Lucia,1901,402090.8181602456
Saint Kitts and Nevis,1902,402048.4809400907
Netherlands,1903,402005.7398760402
Eritrea,1904,401985.134609807
Monaco,1905,401972.7290023888
Belgium,1906,401966.07550247
Azerbaijan,1907,401957.9180552688
Rwanda,1908,401950.7006879594
Montenegro,1909,401919.8457233954
Jamaica,1910,401896.722842396
Burkina Faso,1911,401895.5217703576
Bahamas,1912,401892.4616162495
Latvia,1913,401848.8406749466
Libya,1914,401841.5841854418
Tonga,1915,401828.80895860295
Finland,1916,401819.6613708654
Kosovo,1917,401818.6132748806
Albania,1918,401757.0035282941
Uganda,1919,401717.0263889256
El Salvador,1920,401690.9463350007
Turkmenistan,1921,401666.8379635882
Bosnia and Herzegovina,1922,401666.234011015
Qatar,1923,401656.5774632025
Slovenia,1924,401650.8266479586
Russia,1925,401641.5890261927
Germany,1926,401623.4723935816
Finland,1927,401602.547897482
Canada,1928,401586.2351587236
Syria,1929,401584.9311409439
Venezuela,1930,401577.7585819125
Uruguay,1931,401551.9296661996
Laos,1932,401542.1370435949
Uruguay,1933,401532.3694059957
Serbia,1934,401491.228025653
Andorra,1935,401411.8883524189
Cuba,1936,401407.20006889553
Tonga,1937,401400.0401385744
Chad,1938,401391.8919899954
Finland,1939,401383.5409460184
Brunei,1940,401297.4290532578
Guinea,1941,401286.8318847018
Malaysia,1942,401282.5253203491
Bahamas,1943,401276.2086467914
Cameroon,1944,401257.33603277465
Somalia,1945,401230.9764235632
Fiji,1946,401225.21673153056
Somalia,1947,401217.04773347697
Colombia,1948,401199.9016928144
Syria,1949,401132.9138372389
Slovakia,1950,401131.4952681354
Yemen,1951,401107.1317103084
Angola,1952,401100.8683173342
Egypt,1953,401076.5680466899
New Zealand,1954,401039.5656293641
Syria,1955,401037.9091350471
Chile,1956,401033.9826010604
South Africa,1957,401017.9437906619
Azerbaijan,1958,401002.99061645113
Lebanon,1959,400982.8902527179
Bangladesh,1960,400934.4196319997
Barbados,1961,400916.68336226
Slovakia,1962,400898.9914246266
Mongolia,1963,400897.2724563647
China,1964,400878.23541805096
Eritrea,1965,400866.7286998063
Qatar,1966,400814.1232865927
Singapore,1967,400806.2339678063
Saint Lucia,1968,400801.8493349775
Uruguay,1969,400793.1452447788
Barbados,1970,400791.27362346434
Lebanon,1971,400790.4316995703
Cyprus,1972,400738.9016185294
Djibouti,1973,400704.42399421206
Barbados,1974,400649.8809002663
East Timor (Timor-Leste),1975,400641.2461650815
Haiti,1976,400639.7125557244
Tanzania,1977,400612.449235664
Italy,1978,400576.8179966888
Slovakia,1979,400570.36127875606
Bahrain,1980,400557.6117749632
Senegal,1981,400533.9320825887
Cuba,1982,400530.6501292009
Vanuatu,1983,400515.897748768
Namibia,1984,400500.397423613
San Marino,1985,400490.9849969815
Denmark,1986,400487.8987352638
Sri Lanka,1987,400478.54031535616
Yemen,1988,400469.5087879997
Russia,1989,400445.2617110548
Austria,1990,400436.51476890687
Myanmar (Burma),1991,400395.2066194354
Bhutan,1992,400388.03691483714
Denmark,1993,400325.5133767522
Kenya,1994,400300.2454250998
Mexico,1995,400298.0483537958
Namibia,1996,400296.9373739337
Kiribati,1997,400248.4456766637
Haiti,1998,400241.7333068032
Central African Republic,1999,400217.6277620792
Costa Rica,2000,400210.0031500111
Nepal,2001,400196.8186060858
Iceland,2002,400179.4130319067
Guinea,2003,400162.8212745071
Sudan,2004,400141.3567542668
Kyrgyzstan,2005,400118.0304606839
Indonesia,2006,400108.81859235663
Marshall Islands,2007,400106.623662504
Lesotho,2008,400099.694159845
Kosovo,2009,400095.5064494029
Pakistan,2010,400058.391626207
Nicaragua,2011,400058.37406570016
Venezuela,2012,400044.0838513418
France,2013,400018.2284409621
Liberia,2014,400006.70535628346
Jamaica,2015,399939.53288090666
Zambia,2016,399931.37531313626
Namibia,2017,399921.153776446
Maldives,2018,399919.93545279815
Kyrgyzstan,2019,399887.2669576829
Tunisia,2020,399875.7707022701
Samoa,2021,399798.6785184895
Portugal,2022,399796.4241701933
Saudi Arabia,2023,399791.0884787006
United Kingdom,1760,399776.4026248981
East Timor (Timor-Leste),1761,399768.7673140765
Belgium,1762,399759.7708445122
Nigeria,1763,399727.9363369589
Austria,1764,399720.7691427072
Mali,1765,399706.9134789828
Madagascar,1766,399702.6960694764
Uzbekistan,1767,399698.41417570965
Portugal,1768,399694.10167095496
Peru,1769,399662.7337853675
Saint Lucia,1770,399658.9261998734
United Arab Emirates,1771,399649.9950627429
Botswana,1772,399630.1106730477
"Micronesia, Federated States of",1773,399625.0542881415
East Timor (Timor-Leste),1774,399624.6497913348
Nauru,1775,399613.5554669469
Gambia,1776,399591.2667410946
Dominican Republic,1777,399590.3533263021
Dominican Republic,1778,399515.27079802833
Bahamas,1779,399514.7000045548
India,1780,399508.0033708083
Algeria,1781,399496.35726905696
Liechtenstein,1782,399468.007822475
Somalia,1783,399383.10793010914
Venezuela,1784,399339.512762161
Kuwait,1785,399336.0278461369
Bhutan,1786,399331.5760163639
"Micronesia, Federated States of",1787,399301.0816011807
Papua New Guinea,1788,399286.05595309817
Samoa,1789,399276.6554485103
Libya,1790,399257.97845199367
Palau,1791,399245.7305814631
Haiti,1792,399241.0912552782
Cambodia,1793,399238.8628799368
Lebanon,1794,399231.13415822544
India,1795,399220.5078656743
Liberia,1796,399217.9726061013
Seychelles,1797,399181.1559283838
Belarus,1798,399169.9069155846
Montenegro,1799,399145.08881722536
Gambia,1800,399136.7221281736
Azerbaijan,1801,399124.1982516979
Turkmenistan,1802,399083.3607042732
Indonesia,1803,399080.4406213813
Nepal,1804,399030.1630345918
Algeria,1805,398955.3412639304
Thailand,1806,398950.0175793248
Venezuela,1807,398916.0611903174
Cyprus,1808,398891.6972387473
Suriname,1809,398854.8813957286
Albania,1810,398830.086527866
Jordan,1811,398817.4378724888
"Micronesia, Federated States of",1812,398809.3972427642
Ecuador,1813,398806.09618686856
Burundi,1814,398804.0733526257
Mauritania,1815,398780.967977923
Gabon,1816,398774.90831998974
Honduras,1817,398769.6777224666
Mongolia,1818,398768.72395848937
Haiti,1819,398755.6173347279
South Sudan,1820,398730.9688814068
Nigeria,1821,398713.5262608532
Tonga,1822,398676.1639904581
Dominica,1823,398669.6076798426
Yemen,1824,398667.6607440603
San Marino,1825,398643.5193854449
Seychelles,1826,398608.6612868321
United States,1827,398590.8202487475
Lesotho,1828,398578.43586039456
Portugal,1829,398534.0331196744
Indonesia,1830,398522.3078560685
Burkina Faso,1831,398514.1739623633
Paraguay,1832,398511.8971475682
Mexico,1833,398482.923887431
Cabo Verde,1834,398482.68298341456
Palau,1835,398452.03036794486
United Kingdom,1836,398443.00400980416
Burkina Faso,1837,398432.9553120731
Czech Republic,1838,398401.3566599943
Poland,1839,398396.1500146716
Belgium,1840,398330.14039303
Cuba,1841,398328.3071478578
Uzbekistan,1842,398303.2031722128
Libya,1843,398291.4393078157
Brazil,1844,398265.24107432447
Comoros,1845,398242.1960603173
Mali,1846,398220.7650216752
Cabo Verde,1847,398201.94367507135
Liberia,1848,398193.5116007328
Guinea,1849,398184.1694954025
Bangladesh,1850,398183.6986821372
Trinidad and Tobago,1851,398169.2298742842
Belgium,1852,398125.7155216801
Malawi,1853,398111.81358983135
Bahrain,1854,398108.1819264213
Dominican Republic,1855,398099.56319031154
Laos,1856,398099.4388741704
Cambodia,1857,398097.6398708231
Portugal,1858,398093.1234193246
Afghanistan,1859,398082.417463104
Peru,1860,398054.57542617794
Nepal,1861,398040.64763035456
Saudi Arabia,1862,398036.6017762164
"Korea, South",1863,398001.4472185336
Burundi,1864,397994.6207490487
Liechtenstein,1865,397975.1712560972
Kosovo,1866,397964.624499914
Armenia,1867,397939.7091736979
Yemen,1868,397903.9628054847
Japan,1869,397883.1627444169
South Africa,1870,397866.56066035485
Libya,1871,397864.4224513275
United States,1872,397846.9534283727
Antigua and Barbuda,1873,397810.795407633
Niger,1874,397792.69058137847
Austria,1875,397759.7794581156
Saint Vincent and the Grenadines,1876,397734.2141910444
Nauru,1877,397734.1471880183
Switzerland,1878,397728.2916524941
Belize,1879,397678.2325355555
Brunei,1880,397674.77066761226
Italy,1881,397667.5986288404
Lithuania,1882,397666.2609564369
Lesotho,1883,397606.83768819965
"Micronesia, Federated States of",1884,397601.92779250967
Nepal,1885,397593.2569390538
Fiji,1886,397559.350244292
Gabon,1887,397548.9607605677
Iran,1888,397541.8060240741
Kiribati,1889,397493.4032331223
Kyrgyzstan,1890,397475.4672611355
Kenya,1891,397461.6530852421
Central African Republic,1892,397457.8392384033
Panama,1893,397435.7973729792
Jamaica,1894,397429.86453995697
Gabon,1895,397368.5707740977
Montenegro,1896,397352.33146377536
Jordan,1897,397339.98348638834
Cameroon,1898,397260.1890565695
Turkey,1899,397230.6537573828
Mexico,1900,397187.3061933242
Barbados,1901,397169.3063902589
Palau,1902,397160.3378552387
Norway,1903,397149.2963765074
"Korea, North",1904,397142.9564296352
Azerbaijan,1905,397137.8115118921
Madagascar,1906,397129.0013935909
Brazil,1907,397127.6737511605
Solomon Islands,1908,397116.1835610902
Guinea,1909,397111.8295928709
Bulgaria,1910,397100.6425133543
Seychelles,1911,397032.3947125236
United Arab Emirates,1912,397019.7960049285
Sweden,1913,396974.8025106024
France,1914,396953.5166427744
Argentina,1915,396936.0240275824
Bolivia,1916,396922.2165181774
Cameroon,1917,396914.5760622291
Sao Tome and Principe,1918,396911.9826530745
Bosnia and Herzegovina,1919,396908.79285822506
Chad,1920,396898.0343438098
Saudi Arabia,1921,396895.5700491063
Saint Lucia,1922,396891.20912610414
Turkey,1923,396877.0731720595
Antigua and Barbuda,1924,396870.8096445487
Comoros,1925,396851.8424422463
Israel,1926,396813.8456794472
Netherlands,1927,396804.131284582
Gabon,1928,396799.18094817817
Slovenia,1929,396798.14550352015
Latvia,1930,396753.154965807
Venezuela,1931,396734.0580469451
Gambia,1932,396722.3696725083
Taiwan,1933,396714.9753398993
Portugal,1934,396703.1932194253
Chile,1935,396701.2817049322
Solomon Islands,1936,396678.6589528136
Suriname,1937,396659.939993826
Guatemala,1938,396645.4901473262
Mozambique,1939,396628.3185558308
Myanmar (Burma),1940,396610.2919265307
Cyprus,1941,396600.2592506893
"Micronesia, Federated States of",1942,396589.8076611773
Japan,1943,396559.9275895095
Liberia,1944,396557.24184559344
Angola,1945,396549.98973151593
United Arab Emirates,1946,396530.3627560509
Chile,1947,396522.2866397131
Uganda,1948,396514.12215841433
Uzbekistan,1949,396468.01297428337
Syria,1950,396433.340407312
Switzerland,1951,396389.9016084056
Vietnam,1952,396380.3513280513
Peru,1953,396362.4577955024
Switzerland,1954,396361.91910622176
Cambodia,1955,396355.8950904614
Tunisia,1956,396339.8900025078
Kenya,1957,396320.72583131056
Albania,1958,396306.7106069266
Venezuela,1959,396302.9277360552
Mongolia,1960,396245.8970899416
Nigeria,1961,396242.1329617239
Andorra,1962,396220.42367323313
Burkina Faso,1963,396185.6716480054
Sierra Leone,1964,396177.710973481
Saudi Arabia,1965,396176.1090508403
Brunei,1966,396174.9277117584
Slovenia,1967,396145.2702191845
Ethiopia,1968,396090.3781643813
Ecuador,1969,396086.65257008106
Sri Lanka,1970,396064.6665262447
Thailand,1971,396055.55658744246
Israel,1972,396005.94627315074
Estonia,1973,395994.32336133614
Togo,1974,395992.6728642873
Belize,1975,395951.06799665367
