"name","age","fare","sex","survived","embarked","passenger.class"
"Chip, Mr. Chang",32,56.4958,"male","yes","Southhampton",3
"Christmann, Mr. Emil",29,8.05,"male","no","Southhampton",3
"Chronopoulos, Mr. Apostolos",26,14.4542,"male","no","Cherbourg",3
"Chronopoulos, Mr. Demetrios",18,14.4542,"male","no","Cherbourg",3
"Coelho, Mr. Domingos Fernandeo",20,7.05,"male","no","Southhampton",3
"Cohen, Mr. Gurshon ""Gus""",18,8.05,"male","yes","Southhampton",3
"Colbert, Mr. Patrick",24,7.25,"male","no","Queenstown",3
"Coleff, Mr. Peju",36,7.4958,"male","no","Southhampton",3
"Coleff, Mr. Satio",24,7.4958,"male","no","Southhampton",3
"Conlon, Mr. Thomas Henry",31,7.7333,"male","no","Queenstown",3
"Connaghton, Mr. Michael",31,7.75,"male","no","Queenstown",3
"Connolly, Miss. Kate",22,7.75,"female","yes","Queenstown",3
"Connolly, Miss. Kate",30,7.6292,"female","no","Queenstown",3
"Connors, Mr. Patrick",70.5,7.75,"male","no","Queenstown",3
"Cook, Mr. Jacob",43,8.05,"male","no","Southhampton",3
"Cor, Mr. Bartol",35,7.8958,"male","no","Southhampton",3
"Cor, Mr. Ivan",27,7.8958,"male","no","Southhampton",3
"Cor, Mr. Liudevit",19,7.8958,"male","no","Southhampton",3
"Corn, Mr. Harry",30,8.05,"male","no","Southhampton",3
"Coutts, Master. Eden Leslie ""Neville""",9,15.9,"male","yes","Southhampton",3
"Coutts, Master. William Loch ""William""",3,15.9,"male","yes","Southhampton",3
"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",36,15.9,"female","yes","Southhampton",3
"Coxon, Mr. Daniel",59,7.25,"male","no","Southhampton",3
"Crease, Mr. Ernest James",19,8.1583,"male","no","Southhampton",3
"Cribb, Miss. Laura Alice",17,16.1,"female","yes","Southhampton",3
"Cribb, Mr. John Hatfield",44,16.1,"male","no","Southhampton",3
"Culumovic, Mr. Jeso",17,8.6625,"male","no","Southhampton",3
"Daher, Mr. Shedid",22.5,7.225,"male","no","Cherbourg",3
"Dahl, Mr. Karl Edwart",45,8.05,"male","yes","Southhampton",3
"Dahlberg, Miss. Gerda Ulrika",22,10.5167,"female","no","Southhampton",3
"Dakic, Mr. Branko",19,10.1708,"male","no","Southhampton",3
"Daly, Miss. Margaret Marcella ""Maggie""",30,6.95,"female","yes","Queenstown",3
"Daly, Mr. Eugene Patrick",29,7.75,"male","yes","Queenstown",3
"Danbom, Master. Gilbert Sigvard Emanuel",0.3333,14.4,"male","no","Southhampton",3
"Danbom, Mr. Ernst Gilbert",34,14.4,"male","no","Southhampton",3
"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28,14.4,"female","no","Southhampton",3
"Danoff, Mr. Yoto",27,7.8958,"male","no","Southhampton",3
"Dantcheff, Mr. Ristiu",25,7.8958,"male","no","Southhampton",3
"Davies, Mr. Alfred J",24,24.15,"male","no","Southhampton",3
"Davies, Mr. Evan",22,8.05,"male","no","Southhampton",3
"Davies, Mr. John Samuel",21,24.15,"male","no","Southhampton",3
"Davies, Mr. Joseph",17,8.05,"male","no","Southhampton",3
"Davison, Mr. Thomas Henry",NA,16.1,"male","no","Southhampton",3
"Davison, Mrs. Thomas Henry (Mary E Finck)",NA,16.1,"female","yes","Southhampton",3
"de Messemaeker, Mr. Guillaume Joseph",36.5,17.4,"male","yes","Southhampton",3
"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36,17.4,"female","yes","Southhampton",3
"de Mulder, Mr. Theodore",30,9.5,"male","yes","Southhampton",3
"de Pelsmaeker, Mr. Alfons",16,9.5,"male","no","Southhampton",3
"Dean, Master. Bertram Vere",1,20.575,"male","yes","Southhampton",3
"Dean, Miss. Elizabeth Gladys ""Millvina""",0.1667,20.575,"female","yes","Southhampton",3
"Dean, Mr. Bertram Frank",26,20.575,"male","no","Southhampton",3
"Dean, Mrs. Bertram (Eva Georgetta Light)",33,20.575,"female","yes","Southhampton",3
"Delalic, Mr. Redjo",25,7.8958,"male","no","Southhampton",3
"Demetri, Mr. Marinko",NA,7.8958,"male","no","Southhampton",3
"Denkoff, Mr. Mitto",NA,7.8958,"male","no","Southhampton",3
"Dennis, Mr. Samuel",22,7.25,"male","no","Southhampton",3
"Dennis, Mr. William",36,7.25,"male","no","Southhampton",3
"Devaney, Miss. Margaret Delia",19,7.8792,"female","yes","Queenstown",3
"Dika, Mr. Mirko",17,7.8958,"male","no","Southhampton",3
"Dimic, Mr. Jovan",42,8.6625,"male","no","Southhampton",3
"Dintcheff, Mr. Valtcho",43,7.8958,"male","no","Southhampton",3
"Doharr, Mr. Tannous",NA,7.2292,"male","no","Cherbourg",3
"Dooley, Mr. Patrick",32,7.75,"male","no","Queenstown",3
"Dorking, Mr. Edward Arthur",19,8.05,"male","yes","Southhampton",3
"Dowdell, Miss. Elizabeth",30,12.475,"female","yes","Southhampton",3
"Doyle, Miss. Elizabeth",24,7.75,"female","no","Queenstown",3
"Drapkin, Miss. Jennie",23,8.05,"female","yes","Southhampton",3
"Drazenoic, Mr. Jozef",33,7.8958,"male","no","Cherbourg",3
"Duane, Mr. Frank",65,7.75,"male","no","Queenstown",3
"Duquemin, Mr. Joseph",24,7.55,"male","yes","Southhampton",3
"Dyker, Mr. Adolf Fredrik",23,13.9,"male","no","Southhampton",3
"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",22,13.9,"female","yes","Southhampton",3
"Edvardsson, Mr. Gustaf Hjalmar",18,7.775,"male","no","Southhampton",3
"Eklund, Mr. Hans Linus",16,7.775,"male","no","Southhampton",3
"Ekstrom, Mr. Johan",45,6.975,"male","no","Southhampton",3
"Elias, Mr. Dibo",NA,7.225,"male","no","Cherbourg",3
"Elias, Mr. Joseph",39,7.2292,"male","no","Cherbourg",3
"Elias, Mr. Joseph Jr",17,7.2292,"male","no","Cherbourg",3
"Elias, Mr. Tannous",15,7.2292,"male","no","Cherbourg",3
"Elsbury, Mr. William James",47,7.25,"male","no","Southhampton",3
"Emanuel, Miss. Virginia Ethel",5,12.475,"female","yes","Southhampton",3
"Emir, Mr. Farred Chehab",NA,7.225,"male","no","Cherbourg",3
"Everett, Mr. Thomas James",40.5,15.1,"male","no","Southhampton",3
"Farrell, Mr. James",40.5,7.75,"male","no","Queenstown",3
"Finoli, Mr. Luigi",NA,7.05,"male","yes","Southhampton",3
"Fischer, Mr. Eberhard Thelander",18,7.7958,"male","no","Southhampton",3
"Fleming, Miss. Honora",NA,7.75,"female","no","Queenstown",3
"Flynn, Mr. James",NA,7.75,"male","no","Queenstown",3
"Flynn, Mr. John",NA,6.95,"male","no","Queenstown",3
"Foley, Mr. Joseph",26,7.8792,"male","no","Queenstown",3
"Foley, Mr. William",NA,7.75,"male","no","Queenstown",3
"Foo, Mr. Choong",NA,56.4958,"male","yes","Southhampton",3
"Ford, Miss. Doolina Margaret ""Daisy""",21,34.375,"female","no","Southhampton",3
"Ford, Miss. Robina Maggie ""Ruby""",9,34.375,"female","no","Southhampton",3
"Ford, Mr. Arthur",NA,8.05,"male","no","Southhampton",3
"Ford, Mr. Edward Watson",18,34.375,"male","no","Southhampton",3
"Ford, Mr. William Neal",16,34.375,"male","no","Southhampton",3
"Ford, Mrs. Edward (Margaret Ann Watson)",48,34.375,"female","no","Southhampton",3
"Fox, Mr. Patrick",NA,7.75,"male","no","Queenstown",3
"Franklin, Mr. Charles (Charles Fardon)",NA,7.25,"male","no","Southhampton",3
"Gallagher, Mr. Martin",25,7.7417,"male","no","Queenstown",3
"Garfirth, Mr. John",NA,14.5,"male","no","Southhampton",3
"Gheorgheff, Mr. Stanio",NA,7.8958,"male","no","Cherbourg",3
"Gilinski, Mr. Eliezer",22,8.05,"male","no","Southhampton",3
"Gilnagh, Miss. Katherine ""Katie""",16,7.7333,"female","yes","Queenstown",3
"Glynn, Miss. Mary Agatha",NA,7.75,"female","yes","Queenstown",3
"Goldsmith, Master. Frank John William ""Frankie""",9,20.525,"male","yes","Southhampton",3
"Goldsmith, Mr. Frank John",33,20.525,"male","no","Southhampton",3
"Goldsmith, Mr. Nathan",41,7.85,"male","no","Southhampton",3
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,20.525,"female","yes","Southhampton",3
"Goncalves, Mr. Manuel Estanslas",38,7.05,"male","no","Southhampton",3
"Goodwin, Master. Harold Victor",9,46.9,"male","no","Southhampton",3
"Goodwin, Master. Sidney Leonard",1,46.9,"male","no","Southhampton",3
"Goodwin, Master. William Frederick",11,46.9,"male","no","Southhampton",3
"Goodwin, Miss. Jessie Allis",10,46.9,"female","no","Southhampton",3
"Goodwin, Miss. Lillian Amy",16,46.9,"female","no","Southhampton",3
"Goodwin, Mr. Charles Edward",14,46.9,"male","no","Southhampton",3
"Goodwin, Mr. Charles Frederick",40,46.9,"male","no","Southhampton",3
"Goodwin, Mrs. Frederick (Augusta Tyler)",43,46.9,"female","no","Southhampton",3
"Green, Mr. George Henry",51,8.05,"male","no","Southhampton",3
"Gronnestad, Mr. Daniel Danielsen",32,8.3625,"male","no","Southhampton",3
"Guest, Mr. Robert",NA,8.05,"male","no","Southhampton",3
"Gustafsson, Mr. Alfred Ossian",20,9.8458,"male","no","Southhampton",3
"Gustafsson, Mr. Anders Vilhelm",37,7.925,"male","no","Southhampton",3
"Gustafsson, Mr. Johan Birger",28,7.925,"male","no","Southhampton",3
"Gustafsson, Mr. Karl Gideon",19,7.775,"male","no","Southhampton",3
"Haas, Miss. Aloisia",24,8.85,"female","no","Southhampton",3
"Hagardon, Miss. Kate",17,7.7333,"female","no","Queenstown",3
"Hagland, Mr. Ingvald Olai Olsen",NA,19.9667,"male","no","Southhampton",3
"Hagland, Mr. Konrad Mathias Reiersen",NA,19.9667,"male","no","Southhampton",3
"Hakkarainen, Mr. Pekka Pietari",28,15.85,"male","no","Southhampton",3
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24,15.85,"female","yes","Southhampton",3
"Hampe, Mr. Leon",20,9.5,"male","no","Southhampton",3
"Hanna, Mr. Mansour",23.5,7.2292,"male","no","Cherbourg",3
"Hansen, Mr. Claus Peter",41,14.1083,"male","no","Southhampton",3
"Hansen, Mr. Henrik Juul",26,7.8542,"male","no","Southhampton",3
"Hansen, Mr. Henry Damsgaard",21,7.8542,"male","no","Southhampton",3
"Hansen, Mrs. Claus Peter (Jennie L Howard)",45,14.1083,"female","yes","Southhampton",3
"Harknett, Miss. Alice Phoebe",NA,7.55,"female","no","Southhampton",3
"Harmer, Mr. Abraham (David Lishin)",25,7.25,"male","no","Southhampton",3
"Hart, Mr. Henry",NA,6.8583,"male","no","Queenstown",3
"Hassan, Mr. Houssein G N",11,18.7875,"male","no","Cherbourg",3
"Healy, Miss. Hanora ""Nora""",NA,7.75,"female","yes","Queenstown",3
"Hedman, Mr. Oskar Arvid",27,6.975,"male","yes","Southhampton",3
"Hee, Mr. Ling",NA,56.4958,"male","yes","Southhampton",3
"Hegarty, Miss. Hanora ""Nora""",18,6.75,"female","no","Queenstown",3
"Heikkinen, Miss. Laina",26,7.925,"female","yes","Southhampton",3
"Heininen, Miss. Wendla Maria",23,7.925,"female","no","Southhampton",3
"Hellstrom, Miss. Hilda Maria",22,8.9625,"female","yes","Southhampton",3
"Hendekovic, Mr. Ignjac",28,7.8958,"male","no","Southhampton",3
"Henriksson, Miss. Jenny Lovisa",28,7.775,"female","no","Southhampton",3
"Henry, Miss. Delia",NA,7.75,"female","no","Queenstown",3
"Hirvonen, Miss. Hildur E",2,12.2875,"female","yes","Southhampton",3
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",22,12.2875,"female","yes","Southhampton",3
"Holm, Mr. John Fredrik Alexander",43,6.45,"male","no","Southhampton",3
"Holthen, Mr. Johan Martin",28,22.525,"male","no","Southhampton",3
"Honkanen, Miss. Eliina",27,7.925,"female","yes","Southhampton",3
"Horgan, Mr. John",NA,7.75,"male","no","Queenstown",3
"Howard, Miss. May Elizabeth",NA,8.05,"female","yes","Southhampton",3
"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,7.65,"male","no","Southhampton",3
"Hyman, Mr. Abraham",NA,7.8875,"male","yes","Southhampton",3
"Ibrahim Shawah, Mr. Yousseff",30,7.2292,"male","no","Cherbourg",3
"Ilieff, Mr. Ylio",NA,7.8958,"male","no","Southhampton",3
"Ilmakangas, Miss. Ida Livija",27,7.925,"female","no","Southhampton",3
"Ilmakangas, Miss. Pieta Sofia",25,7.925,"female","no","Southhampton",3
"Ivanoff, Mr. Kanio",NA,7.8958,"male","no","Southhampton",3
"Jalsevac, Mr. Ivan",29,7.8958,"male","yes","Cherbourg",3
"Jansson, Mr. Carl Olof",21,7.7958,"male","yes","Southhampton",3
"Jardin, Mr. Jose Neto",NA,7.05,"male","no","Southhampton",3
"Jensen, Mr. Hans Peder",20,7.8542,"male","no","Southhampton",3
"Jensen, Mr. Niels Peder",48,7.8542,"male","no","Southhampton",3
"Jensen, Mr. Svend Lauritz",17,7.0542,"male","no","Southhampton",3
"Jermyn, Miss. Annie",NA,7.75,"female","yes","Queenstown",3
"Johannesen-Bratthammer, Mr. Bernt",NA,8.1125,"male","yes","Southhampton",3
"Johanson, Mr. Jakob Alfred",34,6.4958,"male","no","Southhampton",3
"Johansson Palmquist, Mr. Oskar Leander",26,7.775,"male","yes","Southhampton",3
"Johansson, Mr. Erik",22,7.7958,"male","no","Southhampton",3
"Johansson, Mr. Gustaf Joel",33,8.6542,"male","no","Southhampton",3
"Johansson, Mr. Karl Johan",31,7.775,"male","no","Southhampton",3
"Johansson, Mr. Nils",29,7.8542,"male","no","Southhampton",3
"Johnson, Master. Harold Theodor",4,11.1333,"male","yes","Southhampton",3
"Johnson, Miss. Eleanor Ileen",1,11.1333,"female","yes","Southhampton",3
"Johnson, Mr. Alfred",49,0,"male","no","Southhampton",3
"Johnson, Mr. Malkolm Joackim",33,7.775,"male","no","Southhampton",3
"Johnson, Mr. William Cahoone Jr",19,0,"male","no","Southhampton",3
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27,11.1333,"female","yes","Southhampton",3
"Johnston, Master. William Arthur ""Willie""",NA,23.45,"male","no","Southhampton",3
"Johnston, Miss. Catherine Helen ""Carrie""",NA,23.45,"female","no","Southhampton",3
"Johnston, Mr. Andrew G",NA,23.45,"male","no","Southhampton",3
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",NA,23.45,"female","no","Southhampton",3
"Jonkoff, Mr. Lalio",23,7.8958,"male","no","Southhampton",3
"Jonsson, Mr. Carl",32,7.8542,"male","yes","Southhampton",3
"Jonsson, Mr. Nils Hilding",27,7.8542,"male","no","Southhampton",3
"Jussila, Miss. Katriina",20,9.825,"female","no","Southhampton",3
"Jussila, Miss. Mari Aina",21,9.825,"female","no","Southhampton",3
"Jussila, Mr. Eiriik",32,7.925,"male","yes","Southhampton",3
"Kallio, Mr. Nikolai Erland",17,7.125,"male","no","Southhampton",3
"Kalvik, Mr. Johannes Halvorsen",21,8.4333,"male","no","Southhampton",3
"Karaic, Mr. Milan",30,7.8958,"male","no","Southhampton",3
"Karlsson, Mr. Einar Gervasius",21,7.7958,"male","yes","Southhampton",3
"Karlsson, Mr. Julius Konrad Eugen",33,7.8542,"male","no","Southhampton",3
"Karlsson, Mr. Nils August",22,7.5208,"male","no","Southhampton",3
"Karun, Miss. Manca",4,13.4167,"female","yes","Cherbourg",3
"Karun, Mr. Franz",39,13.4167,"male","yes","Cherbourg",3
"Kassem, Mr. Fared",NA,7.2292,"male","no","Cherbourg",3
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",18.5,7.2292,"male","no","Cherbourg",3
"Keane, Mr. Andrew ""Andy""",NA,7.75,"male","no","Queenstown",3
"Keefe, Mr. Arthur",NA,7.25,"male","no","Southhampton",3
"Kelly, Miss. Anna Katherine ""Annie Kate""",NA,7.75,"female","yes","Queenstown",3
"Kelly, Miss. Mary",NA,7.75,"female","yes","Queenstown",3
"Kelly, Mr. James",34.5,7.8292,"male","no","Queenstown",3
"Kelly, Mr. James",44,8.05,"male","no","Southhampton",3
"Kennedy, Mr. John",NA,7.75,"male","yes","Queenstown",3
"Khalil, Mr. Betros",NA,14.4542,"male","no","Cherbourg",3
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",NA,14.4542,"female","no","Cherbourg",3
"Kiernan, Mr. John",NA,7.75,"male","no","Queenstown",3
"Kiernan, Mr. Philip",NA,7.75,"male","no","Queenstown",3
"Kilgannon, Mr. Thomas J",NA,7.7375,"male","no","Queenstown",3
"Kink, Miss. Maria",22,8.6625,"female","no","Southhampton",3
"Kink, Mr. Vincenz",26,8.6625,"male","no","Southhampton",3
"Kink-Heilmann, Miss. Luise Gretchen",4,22.025,"female","yes","Southhampton",3
"Kink-Heilmann, Mr. Anton",29,22.025,"male","yes","Southhampton",3
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26,22.025,"female","yes","Southhampton",3
"Klasen, Miss. Gertrud Emilia",1,12.1833,"female","no","Southhampton",3
"Klasen, Mr. Klas Albin",18,7.8542,"male","no","Southhampton",3
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36,12.1833,"female","no","Southhampton",3
"Kraeff, Mr. Theodor",NA,7.8958,"male","no","Cherbourg",3
"Krekorian, Mr. Neshan",25,7.2292,"male","yes","Cherbourg",3
"Lahoud, Mr. Sarkis",NA,7.225,"male","no","Cherbourg",3
"Laitinen, Miss. Kristina Sofia",37,9.5875,"female","no","Southhampton",3
"Laleff, Mr. Kristo",NA,7.8958,"male","no","Southhampton",3
"Lam, Mr. Ali",NA,56.4958,"male","yes","Southhampton",3
"Lam, Mr. Len",NA,56.4958,"male","no","Southhampton",3
"Landergren, Miss. Aurora Adelia",22,7.25,"female","yes","Southhampton",3
"Lane, Mr. Patrick",NA,7.75,"male","no","Queenstown",3
"Lang, Mr. Fang",26,56.4958,"male","yes","Southhampton",3
"Larsson, Mr. August Viktor",29,9.4833,"male","no","Southhampton",3
"Larsson, Mr. Bengt Edvin",29,7.775,"male","no","Southhampton",3
"Larsson-Rondberg, Mr. Edvard A",22,7.775,"male","no","Southhampton",3
"Leeni, Mr. Fahim (""Philip Zenni"")",22,7.225,"male","yes","Cherbourg",3
"Lefebre, Master. Henry Forbes",NA,25.4667,"male","no","Southhampton",3
"Lefebre, Miss. Ida",NA,25.4667,"female","no","Southhampton",3
"Lefebre, Miss. Jeannie",NA,25.4667,"female","no","Southhampton",3
"Lefebre, Miss. Mathilde",NA,25.4667,"female","no","Southhampton",3
"Lefebre, Mrs. Frank (Frances)",NA,25.4667,"female","no","Southhampton",3
"Leinonen, Mr. Antti Gustaf",32,7.925,"male","no","Southhampton",3
"Lemberopolous, Mr. Peter L",34.5,6.4375,"male","no","Cherbourg",3
"Lennon, Miss. Mary",NA,15.5,"female","no","Queenstown",3
"Lennon, Mr. Denis",NA,15.5,"male","no","Queenstown",3
"Leonard, Mr. Lionel",36,0,"male","no","Southhampton",3
"Lester, Mr. James",39,24.15,"male","no","Southhampton",3
"Lievens, Mr. Rene Aime",24,9.5,"male","no","Southhampton",3
"Lindahl, Miss. Agda Thorilda Viktoria",25,7.775,"female","no","Southhampton",3
"Lindblom, Miss. Augusta Charlotta",45,7.75,"female","no","Southhampton",3
"Lindell, Mr. Edvard Bengtsson",36,15.55,"male","no","Southhampton",3
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30,15.55,"female","no","Southhampton",3
"Lindqvist, Mr. Eino William",20,7.925,"male","yes","Southhampton",3
"Linehan, Mr. Michael",NA,7.8792,"male","no","Queenstown",3
"Ling, Mr. Lee",28,56.4958,"male","no","Southhampton",3
"Lithman, Mr. Simon",NA,7.55,"male","no","Southhampton",3
"Lobb, Mr. William Arthur",30,16.1,"male","no","Southhampton",3
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,16.1,"female","no","Southhampton",3
"Lockyer, Mr. Edward",NA,7.8792,"male","no","Southhampton",3
"Lovell, Mr. John Hall (""Henry"")",20.5,7.25,"male","no","Southhampton",3
"Lulic, Mr. Nikola",27,8.6625,"male","yes","Southhampton",3
"Lundahl, Mr. Johan Svensson",51,7.0542,"male","no","Southhampton",3
"Lundin, Miss. Olga Elida",23,7.8542,"female","yes","Southhampton",3
"Lundstrom, Mr. Thure Edvin",32,7.5792,"male","yes","Southhampton",3
"Lyntakoff, Mr. Stanko",NA,7.8958,"male","no","Southhampton",3
"MacKay, Mr. George William",NA,7.55,"male","no","Southhampton",3
"Madigan, Miss. Margaret ""Maggie""",NA,7.75,"female","yes","Queenstown",3
"Madsen, Mr. Fridtjof Arne",24,7.1417,"male","yes","Southhampton",3
"Maenpaa, Mr. Matti Alexanteri",22,7.125,"male","no","Southhampton",3
"Mahon, Miss. Bridget Delia",NA,7.8792,"female","no","Queenstown",3
"Mahon, Mr. John",NA,7.75,"male","no","Queenstown",3
"Maisner, Mr. Simon",NA,8.05,"male","no","Southhampton",3
"Makinen, Mr. Kalle Edvard",29,7.925,"male","no","Southhampton",3
"Mamee, Mr. Hanna",NA,7.2292,"male","yes","Cherbourg",3
"Mangan, Miss. Mary",30.5,7.75,"female","no","Queenstown",3
"Mannion, Miss. Margareth",NA,7.7375,"female","yes","Queenstown",3
"Mardirosian, Mr. Sarkis",NA,7.2292,"male","no","Cherbourg",3
"Markoff, Mr. Marin",35,7.8958,"male","no","Cherbourg",3
"Markun, Mr. Johann",33,7.8958,"male","no","Southhampton",3
"Masselmani, Mrs. Fatima",NA,7.225,"female","yes","Cherbourg",3
"Matinoff, Mr. Nicola",NA,7.8958,"male","no","Cherbourg",3
"McCarthy, Miss. Catherine ""Katie""",NA,7.75,"female","yes","Queenstown",3
"McCormack, Mr. Thomas Joseph",NA,7.75,"male","yes","Queenstown",3
"McCoy, Miss. Agnes",NA,23.25,"female","yes","Queenstown",3
"McCoy, Miss. Alicia",NA,23.25,"female","yes","Queenstown",3
"McCoy, Mr. Bernard",NA,23.25,"male","yes","Queenstown",3
"McDermott, Miss. Brigdet Delia",NA,7.7875,"female","yes","Queenstown",3
"McEvoy, Mr. Michael",NA,15.5,"male","no","Queenstown",3
"McGovern, Miss. Mary",NA,7.8792,"female","yes","Queenstown",3
"McGowan, Miss. Anna ""Annie""",15,8.0292,"female","yes","Queenstown",3
"McGowan, Miss. Katherine",35,7.75,"female","no","Queenstown",3
"McMahon, Mr. Martin",NA,7.75,"male","no","Queenstown",3
"McNamee, Mr. Neal",24,16.1,"male","no","Southhampton",3
"McNamee, Mrs. Neal (Eileen O'Leary)",19,16.1,"female","no","Southhampton",3
"McNeill, Miss. Bridget",NA,7.75,"female","no","Queenstown",3
"Meanwell, Miss. (Marion Ogden)",NA,8.05,"female","no","Southhampton",3
"Meek, Mrs. Thomas (Annie Louise Rowley)",NA,8.05,"female","no","Southhampton",3
"Meo, Mr. Alfonzo",55.5,8.05,"male","no","Southhampton",3
"Mernagh, Mr. Robert",NA,7.75,"male","no","Queenstown",3
"Midtsjo, Mr. Karl Albert",21,7.775,"male","yes","Southhampton",3
"Miles, Mr. Frank",NA,8.05,"male","no","Southhampton",3
"Mineff, Mr. Ivan",24,7.8958,"male","no","Southhampton",3
"Minkoff, Mr. Lazar",21,7.8958,"male","no","Southhampton",3
"Mionoff, Mr. Stoytcho",28,7.8958,"male","no","Southhampton",3
"Mitkoff, Mr. Mito",NA,7.8958,"male","no","Southhampton",3
"Mockler, Miss. Helen Mary ""Ellie""",NA,7.8792,"female","yes","Queenstown",3
"Moen, Mr. Sigurd Hansen",25,7.65,"male","no","Southhampton",3
"Moor, Master. Meier",6,12.475,"male","yes","Southhampton",3
"Moor, Mrs. (Beila)",27,12.475,"female","yes","Southhampton",3
"Moore, Mr. Leonard Charles",NA,8.05,"male","no","Southhampton",3
"Moran, Miss. Bertha",NA,24.15,"female","yes","Queenstown",3
"Moran, Mr. Daniel J",NA,24.15,"male","no","Queenstown",3
"Moran, Mr. James",NA,8.4583,"male","no","Queenstown",3
"Morley, Mr. William",34,8.05,"male","no","Southhampton",3
"Morrow, Mr. Thomas Rowan",NA,7.75,"male","no","Queenstown",3
"Moss, Mr. Albert Johan",NA,7.775,"male","yes","Southhampton",3
"Moubarek, Master. Gerios",NA,15.2458,"male","yes","Cherbourg",3
"Moubarek, Master. Halim Gonios (""William George"")",NA,15.2458,"male","yes","Cherbourg",3
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",NA,15.2458,"female","yes","Cherbourg",3
"Moussa, Mrs. (Mantoura Boulos)",NA,7.2292,"female","yes","Cherbourg",3
"Moutal, Mr. Rahamin Haim",NA,8.05,"male","no","Southhampton",3
"Mullens, Miss. Katherine ""Katie""",NA,7.7333,"female","yes","Queenstown",3
"Mulvihill, Miss. Bertha E",24,7.75,"female","yes","Queenstown",3
"Murdlin, Mr. Joseph",NA,8.05,"male","no","Southhampton",3
"Murphy, Miss. Katherine ""Kate""",NA,15.5,"female","yes","Queenstown",3
"Murphy, Miss. Margaret Jane",NA,15.5,"female","yes","Queenstown",3
"Murphy, Miss. Nora",NA,15.5,"female","yes","Queenstown",3
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,7.75,"male","no","Southhampton",3
"Naidenoff, Mr. Penko",22,7.8958,"male","no","Southhampton",3
"Najib, Miss. Adele Kiamie ""Jane""",15,7.225,"female","yes","Cherbourg",3
"Nakid, Miss. Maria (""Mary"")",1,15.7417,"female","yes","Cherbourg",3
"Nakid, Mr. Sahid",20,15.7417,"male","yes","Cherbourg",3
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,15.7417,"female","yes","Cherbourg",3
"Nancarrow, Mr. William Henry",33,8.05,"male","no","Southhampton",3
"Nankoff, Mr. Minko",NA,7.8958,"male","no","Southhampton",3
"Nasr, Mr. Mustafa",NA,7.2292,"male","no","Cherbourg",3
"Naughton, Miss. Hannah",NA,7.75,"female","no","Queenstown",3
"Nenkoff, Mr. Christo",NA,7.8958,"male","no","Southhampton",3
"Nicola-Yarred, Master. Elias",12,11.2417,"male","yes","Cherbourg",3
"Nicola-Yarred, Miss. Jamila",14,11.2417,"female","yes","Cherbourg",3
"Nieminen, Miss. Manta Josefina",29,7.925,"female","no","Southhampton",3
"Niklasson, Mr. Samuel",28,8.05,"male","no","Southhampton",3
"Nilsson, Miss. Berta Olivia",18,7.775,"female","yes","Southhampton",3
"Nilsson, Miss. Helmina Josefina",26,7.8542,"female","yes","Southhampton",3
"Nilsson, Mr. August Ferdinand",21,7.8542,"male","no","Southhampton",3
"Nirva, Mr. Iisakki Antino Aijo",41,7.125,"male","no","Southhampton",3
"Niskanen, Mr. Juha",39,7.925,"male","yes","Southhampton",3
"Nosworthy, Mr. Richard Cater",21,7.8,"male","no","Southhampton",3
"Novel, Mr. Mansouer",28.5,7.2292,"male","no","Cherbourg",3
"Nysten, Miss. Anna Sofia",22,7.75,"female","yes","Southhampton",3
"Nysveen, Mr. Johan Hansen",61,6.2375,"male","no","Southhampton",3
"O'Brien, Mr. Thomas",NA,15.5,"male","no","Queenstown",3
"O'Brien, Mr. Timothy",NA,7.8292,"male","no","Queenstown",3
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",NA,15.5,"female","yes","Queenstown",3
"O'Connell, Mr. Patrick D",NA,7.7333,"male","no","Queenstown",3
"O'Connor, Mr. Maurice",NA,7.75,"male","no","Queenstown",3
"O'Connor, Mr. Patrick",NA,7.75,"male","no","Queenstown",3
"Odahl, Mr. Nils Martin",23,9.225,"male","no","Southhampton",3
"O'Donoghue, Ms. Bridget",NA,7.75,"female","no","Queenstown",3
"O'Driscoll, Miss. Bridget",NA,7.75,"female","yes","Queenstown",3
